20171019,0.1014,19195,19195,19195,19195,2,6
20171019,0.2158,18865,18865,18865,18865,2,8
20171019,0.2259,18875,18875,18875,18875,2,8
20171020,0.2155,19200,19200,19200,19200,2,10
20171020,0.2254,19000,19000,19000,19000,2,8
20171020,0.2317,18985,18985,18985,18985,2,8
20171020,0.235,18840,18840,18840,18840,2,8
20171023,0.0934,19135,19135,19135,19135,2,10
20171023,0.1011,18860,18860,18860,18860,2,8
20171023,0.1101,19015,19015,19015,19015,2,10
20171023,0.2202,19135,19135,19135,19135,2,10
20171024,0.0912,19135,19135,19135,19135,2,8
20171025,0.1355,18955,18955,18955,18955,2,10
20171025,0.1408,19075,19095,19075,19095,4,10
20171025,0.1456,18905,18905,18905,18905,2,10
20171025,0.2116,19055,19055,19055,19055,4,12
20171026,0.0923,19280,19280,19280,19280,2,14
20171027,0.0949,18815,18815,18815,18815,2,12
20171027,0.2213,18605,18605,18605,18605,2,14
20171030,0.11,18560,18560,18560,18560,2,16
20171030,0.1341,18545,18545,18545,18545,2,18
20171030,0.1342,18505,18505,18500,18500,4,20
20171030,0.2215,18500,18500,18500,18500,2,22
20171030,0.2239,18500,18500,18500,18500,2,20
20171031,0.0929,18500,18500,18500,18500,2,22
20171101,0.094,19100,19100,19100,19100,2,22
20171103,0.1454,18650,18650,18650,18650,2,18
20171103,0.2132,18875,18875,18875,18875,2,20
20171103,0.2134,18930,18940,18930,18940,4,18
20171106,0.1332,19050,19050,19045,19045,4,16
20171106,0.2147,19055,19055,19055,19055,2,14
20171106,0.2239,19200,19200,19200,19200,2,16
20171107,0.1123,19055,19055,19055,19055,2,16
20171107,0.1457,19130,19130,19130,19130,2,18
20171113,0.0953,19450,19450,19450,19450,2,18
20171113,0.1427,19385,19385,19385,19385,4,18
20171115,0.0926,18785,18785,18785,18785,2,20
20171115,0.0927,18785,18785,18785,18785,8,20
20171115,0.0928,18785,18785,18785,18785,4,24
20171115,0.0929,18785,18785,18785,18785,2,26
20171115,0.093,18785,18785,18785,18785,2,28
20171115,0.0933,18590,18590,18590,18590,10,22
20171115,0.0935,18790,18790,18790,18790,2,20
20171115,0.0944,18780,18780,18780,18780,2,20
20171115,0.1007,18930,18930,18930,18930,2,20
20171115,0.1008,18645,18645,18645,18645,2,22
20171115,0.1059,18665,18665,18665,18665,2,22
20171115,0.111,18805,18805,18805,18805,2,22
20171115,0.2102,18860,18860,18860,18860,2,22
20171116,0.2204,18650,18650,18650,18650,2,22
20171116,0.2324,18600,18600,18600,18600,2,24
20171117,0.0927,18500,18500,18405,18405,4,22
20171117,0.1036,18515,18515,18515,18515,2,22
20171120,0.1341,18700,18700,18700,18700,2,24
20171122,0.112,18960,18960,18960,18960,2,22
20171123,0.1359,18590,18590,18590,18590,2,24
20171124,0.1413,18645,18645,18645,18645,2,26
20171127,0.1332,18590,18590,18590,18590,2,26
20171127,0.1356,18550,18550,18550,18550,2,26
20171127,0.2157,18575,18575,18575,18575,4,28
20171128,0.1421,18485,18485,18485,18485,2,28
20171129,0.2256,18490,18490,18490,18490,2,28
20171201,0.0914,18705,18705,18705,18705,2,26
20171201,0.1048,18715,18715,18715,18715,2,28
20171201,0.2102,18910,18910,18910,18910,2,28
20171204,0.0921,19340,19340,19340,19340,2,30
20171204,0.0949,19240,19240,19240,19240,2,32
20171204,0.1005,19220,19220,19220,19220,2,32
20171204,0.1331,19195,19195,19195,19195,2,34
20171204,0.1335,19200,19200,19200,19200,2,34
20171204,0.1348,19195,19195,19195,19195,2,36
20171204,0.1352,19000,19000,19000,19000,2,36
20171204,0.1408,19155,19155,19155,19155,2,38
20171204,0.1413,19155,19155,19155,19155,2,38
20171204,0.1437,19140,19140,19140,19140,2,38
20171205,0.2129,18950,18950,18950,18950,2,36
20171205,0.2243,18765,18765,18765,18765,2,36
20171206,0.2154,19000,19000,19000,19000,2,34
20171212,0.0913,18910,18910,18910,18910,2,34
20171212,0.1014,18970,18970,18970,18970,4,30
20171212,0.1405,19145,19145,19145,19145,2,30
20171212,0.143,18985,18985,18985,18985,2,30
20171212,0.2104,19160,19160,19160,19160,2,30
20171213,0.2202,19135,19135,19135,19135,2,30
20171213,0.2325,19100,19100,19100,19100,2,30
20171214,0.002,19030,19030,19030,19030,2,32
20171214,0.0022,19235,19235,19235,19235,2,32
20171214,0.1043,19160,19160,19160,19160,2,32
20171215,0.1011,19050,19050,19050,19050,2,30
20171218,0.1005,19345,19345,19345,19345,2,30
20171218,0.2207,19395,19395,19395,19395,2,30
20171219,0.141,19215,19215,19215,19215,2,30
20171220,0.1347,19320,19320,19320,19320,2,30
20171221,0.0912,19125,19125,19125,19125,2,30
20171221,0.1402,19100,19100,19100,19100,2,28
20171221,0.1432,19090,19090,19090,19090,2,30
20171222,0.0915,19030,19030,19030,19030,2,32
20171222,0.1412,19025,19025,19025,19025,2,30
20171228,0.1337,19190,19190,19190,19190,2,28
20180102,0.0906,19120,19120,19120,19120,4,28
20180102,0.1049,18990,18990,18990,18990,2,26
20180102,0.1111,18995,18995,18995,18995,2,28
20180102,0.1333,19030,19030,19030,19030,2,26
20180102,0.211,19200,19200,19200,19200,2,24
20180103,0.0921,19280,19280,19280,19280,2,24
20180103,0.1009,19380,19380,19380,19380,2,26
20180103,0.1106,19310,19310,19310,19310,4,28
20180103,0.1351,19335,19335,19335,19335,2,26
20180103,0.1451,19320,19320,19320,19320,2,28
20180103,0.2113,19310,19310,19310,19310,2,26
20180103,0.2327,19320,19320,19320,19320,2,26
20180104,0.2112,19480,19480,19480,19480,2,26
20180104,0.2149,19465,19465,19465,19465,2,26
20180104,0.2213,19485,19485,19485,19485,2,28
20180105,0.1405,19395,19395,19395,19395,2,30
20180105,0.1429,19450,19450,19440,19440,4,30
20180105,0.1459,19490,19490,19490,19490,2,28
20180105,0.2106,19510,19510,19510,19510,2,28
20180105,0.2151,19505,19505,19505,19505,2,28
